"","FDT_STA_ID","Year","Sample n","SPG codes","SPG codes First","IR2022 Sample n","IR2024 Sample n","IR2026 Sample n","IR2028 Sample n","IR24Temp","IR24pH","IR24DO","IR24SpC","IR26Temp","IR26pH","IR26DO","IR26SpC","IR28Temp","IR28pH","IR28DO","IR28SpC","flag"
"360","4ASMR016.09",2021,12,"TR","TR",NA,17,17,17,100,100,100,52.9411764705882,100,100,100,100,100,100,100,100,"FLAG"
"361","4ASMR016.09",2022,5,"TR","TR",NA,17,17,17,100,100,100,52.9411764705882,100,100,100,100,100,100,100,100,"FLAG"
"362","4ASNA000.20",2021,24,"AW","AW",NA,24,24,24,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"363","4ASNA007.82",2022,4,"FP","FP",NA,4,4,4,50,50,50,25,50,50,50,50,50,50,50,50,"FLAG"
"364","4ASNA015.30",2022,10,"AW","AW",NA,10,10,10,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"365","4ASNE001.84",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"366","4ASNW000.60",2021,12,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"367","4ASNW000.60",2022,6,"TR","TR",NA,18,18,18,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"368","4ASRE007.90",2021,12,"TR","TR",NA,17,17,17,100,100,100,47.0588235294118,100,100,100,100,100,100,100,100,"FLAG"
"369","4ASRE007.90",2022,5,"TR","TR",NA,17,17,17,100,100,100,47.0588235294118,100,100,100,100,100,100,100,100,"FLAG"
"370","4ASRE015.43",2021,12,"IM","IM",NA,19,19,19,100,100,100,47.3684210526316,100,100,100,100,100,100,100,100,"FLAG"
"371","4ASRE015.43",2022,7,"IM | TM","IM",NA,19,19,19,100,100,100,47.3684210526316,100,100,100,100,100,100,100,100,"FLAG"
"372","4ASRE019.00",2021,2,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"373","4ASRE019.00",2022,2,"TM","TM",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"374","4ASRE021.58",2021,12,"IM","IM",NA,17,17,17,100,100,100,47.0588235294118,100,100,100,100,100,100,100,100,"FLAG"
"375","4ASRE021.58",2022,5,"IM","IM",NA,17,17,17,100,100,100,47.0588235294118,100,100,100,100,100,100,100,100,"FLAG"
"376","4ASRE022.30",2021,2,"RB","RB",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"377","4ASRE022.30",2022,2,"TM","TM",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"378","4ASRE024.30",2021,2,"RB","RB",NA,9,9,9,100,100,100,44.4444444444444,100,100,100,100,100,100,100,100,"FLAG"
"379","4ASRE024.30",2022,7,"TM","TM",NA,9,9,9,100,100,100,44.4444444444444,100,100,100,100,100,100,100,100,"FLAG"
"380","4ASRE033.19",2021,14,"TR | RB","TR",NA,19,19,19,100,100,100,47.3684210526316,100,100,100,100,100,100,100,100,"FLAG"
"381","4ASRE033.19",2022,5,"TR","TR",NA,19,19,19,100,100,100,47.3684210526316,100,100,100,100,100,100,100,100,"FLAG"
"382","4ASRE043.54",2021,12,"TR","TR",NA,17,17,17,100,100,100,47.0588235294118,100,100,100,100,100,100,100,100,"FLAG"
"383","4ASRE043.54",2022,5,"TR","TR",NA,17,17,17,100,100,100,47.0588235294118,100,100,100,100,100,100,100,100,"FLAG"
"384","4ASRE063.69",2022,2,"FP","FP",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"385","4ASRE075.69",2021,12,"TR","TR",NA,17,17,17,100,100,100,52.9411764705882,100,100,100,100,100,100,100,100,"FLAG"
"386","4ASRE075.69",2022,5,"TR","TR",NA,17,17,17,100,100,100,52.9411764705882,100,100,100,100,100,100,100,100,"FLAG"
"387","4ASRN005.14",2021,56,"RL","RL",NA,90,90,90,66.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,"FLAG"
"388","4ASRN005.14",2022,34,"RL","RL",NA,90,90,90,66.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,"FLAG"
"389","4ASRV000.20",2021,12,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"390","4ASRV000.20",2022,4,"TR","TR",NA,16,16,16,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"391","4ASRV015.06",2022,2,"RB","RB",NA,2,2,2,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"392","4ASSC002.98",2021,22,"AW","AW",NA,22,22,22,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"393","4ASSP002.44",2021,24,"AW","AW",NA,24,24,24,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"394","4ASYC002.02",2021,24,"AW","AW",NA,24,24,24,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"395","4ATCC001.17",2021,4,"FP","FP",NA,4,4,4,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
"396","4ATCC003.71",2021,24,"AW","AW",NA,24,24,24,100,100,100,50,100,100,100,100,100,100,100,100,"FLAG"
